Technique ID,Technique Name,Sentences
T1071,Application Layer Protocol,18. An attacker could use a file upload attack to upload malicious files to the application layer protocol's server and execute them.
T1071,Application Layer Protocol,19. An attacker could use a remote file inclusion (RFI) attack to include remote files in web pages served by the application layer protocol and infect users' devices.
T1071,Application Layer Protocol,20. An attacker could use a code injection attack to inject malicious code into the application layer protocol's source code and execute it.
T1071,Application Layer Protocol,21. An attacker could use a server-side request forgery (SSRF) attack to make the application layer protocol's server request data from a malicious source.
T1071,Application Layer Protocol,22. An attacker could use a cookie poisoning attack to modify a user's cookie to gain unauthorized access to the application layer protocol.
T1071,Application Layer Protocol,23. An attacker could use a malicious redirect attack to redirect users of the application layer protocol to a phishing site or other malicious site.
T1071,Application Layer Protocol,24. An attacker could use a brute-force attack to guess encryption keys used by the application layer protocol and decrypt sensitive data.
T1071,Application Layer Protocol,25. An attacker could use a click fraud attack to generate fake clicks on ads served by the application layer protocol and defraud advertisers.
T1071,Application Layer Protocol,26. An attacker could use a malicious add-on attack to install a malicious browser add-on through the application layer protocol and steal
T1071,Application Layer Protocol,1. An attacker could use a buffer overflow attack to exploit a vulnerability in the application layer protocol and execute arbitrary code.
T1071,Application Layer Protocol,2. An attacker could use a SQL injection attack to inject malicious code into the application layer protocol's database and steal sensitive information.
T1071,Application Layer Protocol,3. An attacker could use a cross-site scripting (XSS) attack to inject malicious scripts into web pages served by the application layer protocol and steal users' data.
T1071,Application Layer Protocol,4. An attacker could use a denial-of-service (DoS) attack to overwhelm the application layer protocol's server and disrupt its operations.
T1071,Application Layer Protocol,5. An attacker could use a man-in-the-middle (MitM) attack to intercept and modify data transmitted between the application layer protocol's server and clients.
T1071,Application Layer Protocol,6. An attacker could use a phishing attack to trick users into revealing their login credentials or other sensitive information through the application layer protocol.
T1071,Application Layer Protocol,7. An attacker could use a brute-force attack to guess passwords and gain unauthorized access to the application layer protocol's server or database.
T1071,Application Layer Protocol,8. An attacker could use a session hijacking attack to steal a user's session ID and impersonate them on the application layer protocol.
T1071,Application Layer Protocol,9. An attacker could use a DNS spoofing attack to redirect users of the application layer protocol to a malicious website.
T1071,Application Layer Protocol,10. An attacker could use a file inclusion attack to include malicious files in web pages served by the application layer protocol and infect users' devices.
T1071,Application Layer Protocol,11. An attacker could use a social engineering attack to trick users into downloading and executing malware through the application layer protocol.
T1071,Application Layer Protocol,12. An attacker could use a SQL injection attack to bypass the application layer protocol's authentication and authorization controls.
T1071,Application Layer Protocol,13. An attacker could use a cross-site request forgery (CSRF) attack to trick users into performing unintended actions through the application layer protocol.
T1071,Application Layer Protocol,14. An attacker could use a web scraping attack to extract sensitive information from web pages served by the application layer protocol.
T1071,Application Layer Protocol,15. An attacker could use a clickjacking attack to trick users into clicking on a hidden or disguised button or link on the application layer protocol.
T1071,Application Layer Protocol,16. An attacker could use a malware injection attack to inject malicious code into web pages served by the application layer protocol and steal users' data.
T1071,Application Layer Protocol,17. An attacker could use a directory traversal attack to access files on the application layer protocol's server that are outside the web root directory.
T1071,Application Layer Protocol,18. An attacker could use a file upload attack to upload malicious files to the application layer protocol's server and execute them.
T1071,Application Layer Protocol,19. An attacker could use a remote file inclusion (RFI) attack to include remote files in web pages served by the application layer protocol and infect users' devices.
T1071,Application Layer Protocol,20. An attacker could use a code injection attack to inject malicious code into the application layer protocol's source code and execute it.
T1071,Application Layer Protocol,21. An attacker could use a server-side request forgery (SSRF) attack to make the application layer protocol's server request data from a malicious source.
T1071,Application Layer Protocol,22. An attacker could use a cookie poisoning attack to modify a user's cookie to gain unauthorized access to the application layer protocol.
T1071,Application Layer Protocol,23. An attacker could use a malicious redirect attack to redirect users of the application layer protocol to a phishing site or other malicious site.
T1071,Application Layer Protocol,24. An attacker could use a brute-force attack to guess encryption keys used by the application layer protocol and decrypt sensitive data.
T1071,Application Layer Protocol,25. An attacker could use a click fraud attack to generate fake clicks on ads served by the application layer protocol and defraud advertisers.
T1071,Application Layer Protocol,26. An attacker could use a malicious add-on attack to install a malicious browser add-on through the application layer protocol and steal
T1072,Software Deployment Tools,1. The attacker used a phishing email to obtain login credentials for the victim's software development tool.
T1072,Software Deployment Tools,2. The attacker exploited a vulnerability in the victim's software development tool to gain unauthorized access.
T1072,Software Deployment Tools,3. The attacker used a man-in-the-middle attack to intercept and modify software development tool traffic.
T1072,Software Deployment Tools,4. The attacker used a buffer overflow attack to execute arbitrary code on the victim's software development tool.
T1072,Software Deployment Tools,5. The attacker used a cross-site scripting (XSS) attack to inject malicious code into the victim's software development tool.
T1072,Software Deployment Tools,6. The attacker used a SQL injection attack to gain access to the victim's software development tool database.
T1072,Software Deployment Tools,7. The attacker used a brute force attack to guess the victim's software development tool login credentials.
T1072,Software Deployment Tools,8. The attacker used a social engineering attack to trick the victim into granting access to their software development tool.
T1072,Software Deployment Tools,9. The attacker used a watering hole attack to compromise the victim's software development tool by targeting a related website.
T1072,Software Deployment Tools,10. The attacker used a zero-day exploit to gain access to the victim's software development tool before a patch was released.
T1072,Software Deployment Tools,11. The attacker used a backdoor to gain access to the victim's software development tool.
T1072,Software Deployment Tools,12. The attacker used a Trojan horse to install malware on the victim's software development tool.
T1072,Software Deployment Tools,13. The attacker used a supply chain attack to compromise the victim's software development tool by targeting a third-party component.
T1072,Software Deployment Tools,14. The attacker used a spear-phishing attack to target a specific individual within the victim's software development team.
T1072,Software Deployment Tools,15. The attacker used a distributed denial-of-service (DDoS) attack to disrupt the victim's software development tool.
T1072,Software Deployment Tools,16. The attacker used a ransomware attack to encrypt the victim's software development tool and demand payment for its release.
T1072,Software Deployment Tools,17. The attacker used a session hijacking attack to take control of a user's session on the victim's software development tool.
T1072,Software Deployment Tools,18. The attacker used a DNS spoofing attack to redirect traffic to a fake version of the victim's software development tool.
T1072,Software Deployment Tools,19. The attacker used a side-channel attack to extract sensitive information from the victim's software development tool.
T1072,Software Deployment Tools,20. The attacker used a timing attack to exploit vulnerabilities in the victim's software development tool.
T1072,Software Deployment Tools,21. The attacker used a replay attack to intercept and modify messages sent between the victim's software development tool and its users.
T1072,Software Deployment Tools,22. The attacker used a network eavesdropping attack to monitor traffic to and from the victim's software development tool.
T1072,Software Deployment Tools,23. The attacker used a physical access attack to gain access to the victim's hardware running the software development tool.
T1072,Software Deployment Tools,24. The attacker used a distributed reflection denial-of-service (DRDoS) attack to amplify traffic to the victim's software development tool.
T1072,Software Deployment Tools,25. The attacker used a web application firewall (WAF) bypass to bypass the victim's security measures.
T1072,Software Deployment Tools,26. The attacker used a vulnerability scanner to identify weaknesses in the victim's software development tool.
T1072,Software Deployment Tools,27. The attacker used a password cracking tool to guess the victim's software development tool login credentials.
T1072,Software Deployment Tools,28. The attacker used a rootkit to hide their presence on the victim's software development tool.
T1072,Software Deployment Tools,29. The attacker used a logic bomb to trigger malicious code on the victim's software development tool at a specific time.
T1072,Software Deployment Tools,30. The attacker used a phishing kit to create a fake login page for the victim's software development tool.
T1072,Software Deployment Tools,31. The attacker used a malware dropper to install additional malware on the victim's software development tool.
T1072,Software Deployment Tools,32. The attacker used a reverse engineering tool to analyze the victim's software development tool
T1072,Software Deployment Tools,33. The attacker used a sniffing tool to intercept and analyze traffic between the victim's software development tool and its users.
T1072,Software Deployment Tools,34. The attacker used a keylogger to record keystrokes on the victim's software development tool.
T1072,Software Deployment Tools,35. The attacker used a rogue access point to intercept traffic between the victim's software development tool and its users.
T1072,Software Deployment Tools,36. The attacker used a wireless jamming device to disrupt the victim's software development tool.
T1072,Software Deployment Tools,37. The attacker used a distributed hash table (DHT) attack to bypass the victim's network security.
T1072,Software Deployment Tools,38. The attacker used a clickjacking attack to trick the victim's software development tool users into clicking on malicious links.
T1072,Software Deployment Tools,39. The attacker used a fileless malware attack to infect the victim's software development tool without leaving any traces.
T1072,Software Deployment Tools,40. The attacker used a covert channel to bypass the victim's software development tool security.
T1072,Software Deployment Tools,41. The attacker used a memory scraping attack to extract sensitive information from the victim's software development tool.
T1072,Software Deployment Tools,42. The attacker used a password spraying attack to guess the victim's software development tool login credentials.
T1072,Software Deployment Tools,43. The attacker used a virtual private network (VPN) to hide their activities on the victim's software development tool.
T1072,Software Deployment Tools,44. The attacker used a DNS tunneling attack to bypass the victim's software development tool security measures.
T1072,Software Deployment Tools,45. The attacker used a fuzzing tool to find vulnerabilities in the victim's software development tool.
T1072,Software Deployment Tools,46. The attacker used a privilege escalation exploit to gain administrative access to the victim's software development tool.
T1072,Software Deployment Tools,47. The attacker used a data exfiltration tool to steal sensitive data from the victim's software development tool.
T1072,Software Deployment Tools,48. The attacker used a botnet to launch a coordinated attack on the victim's software development tool.
T1072,Software Deployment Tools,49. The attacker used a fake SSL certificate to intercept traffic to the victim's software development tool.
T1072,Software Deployment Tools,50. The attacker used a rogue firmware update to install malware on the victim's software development tool.
T1072,Software Deployment Tools,51. The attacker used a social media phishing attack to steal login credentials for the victim's software development tool.
T1072,Software Deployment Tools,52. The attacker used a password spraying attack to guess the victim's software development tool login credentials.
T1072,Software Deployment Tools,53. The attacker used a port scanning tool to identify open ports on the victim's software development tool.
T1072,Software Deployment Tools,54. The attacker used a brute force attack to guess the victim's software development tool encryption keys.
T1072,Software Deployment Tools,55. The attacker used a reverse proxy to bypass the victim's software development tool security measures.
T1072,Software Deployment Tools,56. The attacker used a cross-site request forgery (CSRF) attack to execute unauthorized actions on the victim's software development tool.
T1072,Software Deployment Tools,57. The attacker used a rootkit to hide their presence on the victim's software development tool.
T1072,Software Deployment Tools,58. The attacker used a steganography tool to hide malicious code in innocent-looking files on the victim's software development tool.
T1072,Software Deployment Tools,59. The attacker used a traffic analysis attack to intercept and analyze traffic to and from the victim's software development tool.
T1072,Software Deployment Tools,60. The attacker used a wireless sniffer to intercept and analyze wireless traffic to and from the victim's software development tool.
T1072,Software Deployment Tools,61. The attacker used a bot to automate attacks on the victim's software development tool.
T1072,Software Deployment Tools,62. The attacker used a click fraud attack to generate revenue for themselves by clicking on ads in the victim's software development tool.
T1072,Software Deployment Tools,63. The attacker used a drive-by download attack to infect the victim's software development tool with malware when a user visits a compromised website.
T1072,Software Deployment Tools,64. The attacker used a malicious browser extension to steal data from the victim's software development tool.
T1072,Software Deployment Tools,65. The attacker used a man-in-the-browser attack to intercept and modify traffic between the victim's software development tool and its users.
T1072,Software Deployment Tools,66. The attacker used a phishing email to trick the victim's software development tool users into divulging their login credentials.
T1072,Software Deployment Tools,67. The attacker used a rainbow table to quickly
T1072,Software Deployment Tools,68. The attacker used a shellcode injection attack to execute malicious code on the victim's software development tool.
T1072,Software Deployment Tools,69. The attacker used a SQL injection attack to gain unauthorized access to the victim's software development tool database.
T1072,Software Deployment Tools,70. The attacker used a Trojan horse to gain access to the victim's software development tool.
T1072,Software Deployment Tools,71. The attacker used a watering hole attack to infect the victim's software development tool users by compromising a website they frequently visit.
T1072,Software Deployment Tools,72. The attacker used a web application firewall (WAF) bypass to bypass the victim's software development tool security measures.
T1072,Software Deployment Tools,73. The attacker used a zero-day exploit to exploit an unknown vulnerability in the victim's software development tool.
T1072,Software Deployment Tools,74. The attacker used a DDoS attack to disrupt the victim's software development tool.
T1072,Software Deployment Tools,75. The attacker used a spear-phishing email to target specific individuals using the victim's software development tool.
T1072,Software Deployment Tools,76. The attacker used a rootkit to hide their activities on the victim's software development tool.
T1072,Software Deployment Tools,77. The attacker used a rogue certificate authority to issue fake SSL certificates for the victim's software development tool.
T1072,Software Deployment Tools,78. The attacker used a social engineering attack to trick the victim's software development tool users into divulging sensitive information.
T1072,Software Deployment Tools,79. The attacker used a sniffing tool to intercept and analyze traffic between the victim's software development tool and its servers.
T1072,Software Deployment Tools,80. The attacker used a fileless malware attack to infect the victim's software development tool without leaving any traces.
T1072,Software Deployment Tools,81. The attacker used a covert channel to bypass the victim's software development tool security measures.
T1072,Software Deployment Tools,82. The attacker used a memory scraping attack to extract sensitive information from the victim's software development tool.
T1072,Software Deployment Tools,83. The attacker used a password spraying attack to guess the victim's software development tool login credentials.
T1072,Software Deployment Tools,84. The attacker used a virtual private network (VPN) to hide their activities on the victim's software development tool.
T1072,Software Deployment Tools,85. The attacker used a DNS tunneling attack to bypass the victim's software development tool security measures.
T1072,Software Deployment Tools,86. The attacker used a fuzzing tool to find vulnerabilities in the victim's software development tool.
T1072,Software Deployment Tools,87. The attacker used a privilege escalation exploit to gain administrative access to the victim's software development tool.
T1072,Software Deployment Tools,88. The attacker used a data exfiltration tool to steal sensitive data from the victim's software development tool.
T1072,Software Deployment Tools,89. The attacker used a botnet to launch a coordinated attack on the victim's software development tool.
T1072,Software Deployment Tools,90. The attacker used a fake SSL certificate to intercept traffic to the victim's software development tool.
T1072,Software Deployment Tools,91. The attacker used a rogue firmware update to install malware on the victim's software development tool.
T1072,Software Deployment Tools,92. The attacker used a social media phishing attack to steal login credentials for the victim's software development tool.
T1072,Software Deployment Tools,93. The attacker used a password spraying attack to guess the victim's software development tool login credentials.
T1072,Software Deployment Tools,94. The attacker used a port scanning tool to identify open ports on the victim's software development tool.
T1072,Software Deployment Tools,95. The attacker used a brute force attack to guess the victim's software development tool encryption keys.
T1072,Software Deployment Tools,96. The attacker used a reverse proxy to bypass the victim's software development tool security measures.
T1072,Software Deployment Tools,97. The attacker used a cross-site request forgery (CSRF) attack to execute unauthorized actions on the victim's software development tool.
T1072,Software Deployment Tools,98. The attacker used a rootkit to hide their presence on the victim's software development tool.
T1072,Software Deployment Tools,99. The attacker used a steganography tool to hide malicious code in innocent-looking files on the victim's software development tool.
T1072,Software Deployment Tools,100. The attacker used a traffic analysis attack to intercept and analyze traffic to and from the victim's software development tool.
T1072,Software Deployment Tools,101. The attacker used a wireless sniffer to intercept and analyze wireless traffic to and from the victim's software development tool.
T1072,Software Deployment Tools,102. The attacker used a bot to automate attacks on the victim's software development tool.
T1072,Software Deployment Tools,103. The attacker used a fake software update to install malware on the victim's software development tool.
T1072,Software Deployment Tools,104. The attacker used a keylogger to capture the victim's software development tool login credentials.
T1072,Software Deployment Tools,105. The attacker used a pass-the-hash attack to bypass the victim's software development tool authentication system.
T1072,Software Deployment Tools,106. The attacker used a phishing attack to trick the victim's software development tool users into giving up their login credentials.
T1072,Software Deployment Tools,107. The attacker used a privilege escalation attack to gain elevated privileges on the victim's software development tool.
T1072,Software Deployment Tools,108. The attacker used a session hijacking attack to take over a user's session on the victim's software development tool.
T1072,Software Deployment Tools,109. The attacker used a side-channel attack to exploit weaknesses in the victim's software development tool security measures.
T1072,Software Deployment Tools,110. The attacker used a social engineering attack to trick the victim's software development tool users into downloading and installing malware.
T1072,Software Deployment Tools,111. The attacker used a SQL injection attack to gain unauthorized access to the victim's software development tool database.
T1072,Software Deployment Tools,112. The attacker used a supply chain attack to compromise a trusted third-party component of the victim's software development tool.
T1072,Software Deployment Tools,113. The attacker used a Trojan horse to gain access to the victim's software development tool.
T1072,Software Deployment Tools,114. The attacker used a watering hole attack to infect the victim's software development tool users by compromising a website they frequently visit.
T1072,Software Deployment Tools,115. The attacker used a web application firewall (WAF) bypass to bypass the victim's software development tool security measures.
T1072,Software Deployment Tools,116. The attacker used a zero-day exploit to exploit an unknown vulnerability in the victim's software development tool.
T1072,Software Deployment Tools,117. The attacker used an ARP spoofing attack to intercept traffic between the victim's software development tool and its servers.
T1072,Software Deployment Tools,118. The attacker used an eavesdropping attack to intercept and analyze traffic between the victim's software development tool and its servers.
T1072,Software Deployment Tools,119. The attacker used a fileless malware attack to infect the victim's software development tool without leaving any traces.
T1072,Software Deployment Tools,120. The attacker used a man-in-the-middle (MITM) attack to intercept and modify traffic between the victim's software development tool and its servers.
T1072,Software Deployment Tools,121. The attacker used a privilege escalation exploit to gain administrative access to the victim's software development tool.
T1072,Software Deployment Tools,122. The attacker used a ransomware attack to encrypt the victim's software development tool data and demand a ransom for its release.
T1072,Software Deployment Tools,123. The attacker used a rootkit to hide their activities on the victim's software development tool.
T1072,Software Deployment Tools,124. The attacker used a social engineering attack to trick the victim's software development tool users into divulging sensitive information.
T1072,Software Deployment Tools,125. The attacker used a sniffing tool to intercept and analyze traffic between the victim's software development tool and its servers.
T1072,Software Deployment Tools,126. The attacker used a virtual private network (VPN) to hide their activities on the victim's software development tool.
T1072,Software Deployment Tools,127. The attacker used a DNS tunneling attack to bypass the victim's software development tool security measures.
T1072,Software Deployment Tools,128. The attacker used a fuzzing tool to find vulnerabilities in the victim's software development tool.
T1072,Software Deployment Tools,129. The attacker used a password spraying attack to guess the victim's software development tool login credentials.
T1072,Software Deployment Tools,130. The attacker used a port scanning tool to identify open ports on the victim's software development tool.
T1072,Software Deployment Tools,131. The attacker used a reverse proxy to bypass the victim's software development tool security measures.
T1072,Software Deployment Tools,132. The attacker used a social media phishing attack to steal login credentials for the victim's software development tool.
T1072,Software Deployment Tools,133. The attacker used a traffic analysis attack to intercept and analyze traffic to and from the victim's software development tool.
T1072,Software Deployment Tools,134. The attacker used a wireless sniffer to intercept and analyze wireless traffic to and from the victim's software development tool.
T1072,Software Deployment Tools,135. The attacker used a bot to automate attacks on the victim's software development tool.
T1072,Software Deployment Tools,136. The attacker used a fake software update to install malware on the victim
T1072,Software Deployment Tools,137. The attacker used a keylogger to capture the victim's software development tool login credentials.
T1072,Software Deployment Tools,138. The attacker used a pass-the-hash attack to bypass the victim's software development tool authentication system.
T1072,Software Deployment Tools,139. The attacker used a phishing attack to trick the victim's software development tool users into giving up their login credentials.
T1072,Software Deployment Tools,140. The attacker used a privilege escalation attack to gain elevated privileges on the victim's software development tool.
T1072,Software Deployment Tools,141. The attacker used a session hijacking attack to take over a user's session on the victim's software development tool.
T1072,Software Deployment Tools,142. The attacker used a side-channel attack to exploit weaknesses in the victim's software development tool security measures.
T1072,Software Deployment Tools,143. The attacker used a social engineering attack to trick the victim's software development tool users into downloading and installing malware.
T1072,Software Deployment Tools,144. The attacker used a SQL injection attack to gain unauthorized access to the victim's software development tool database.
T1072,Software Deployment Tools,145. The attacker used a supply chain attack to compromise a trusted third-party component of the victim's software development tool.
T1072,Software Deployment Tools,146. The attacker used a Trojan horse to gain access to the victim's software development tool.
T1072,Software Deployment Tools,147. The attacker used a watering hole attack to infect the victim's software development tool users by compromising a website they frequently visit.
T1072,Software Deployment Tools,148. The attacker used a web application firewall (WAF) bypass to bypass the victim's software development tool security measures.
T1072,Software Deployment Tools,149. The attacker used a zero-day exploit to exploit an unknown vulnerability in the victim's software development tool.
T1072,Software Deployment Tools,150. The attacker used an ARP spoofing attack to intercept traffic between the victim's software development tool and its servers.
T1072,Software Deployment Tools,151. The attacker used an eavesdropping attack to intercept and analyze traffic between the victim's software development tool and its servers.
T1072,Software Deployment Tools,152. The attacker used a fileless malware attack to infect the victim's software development tool without leaving any traces.
T1072,Software Deployment Tools,153. The attacker used a man-in-the-middle (MITM) attack to intercept and modify traffic between the victim's software development tool and its servers.
T1072,Software Deployment Tools,154. The attacker used a privilege escalation exploit to gain administrative access to the victim's software development tool.
T1072,Software Deployment Tools,155. The attacker used a ransomware attack to encrypt the victim's software development tool data and demand a ransom for its release.
T1072,Software Deployment Tools,156. The attacker used a rootkit to hide their activities on the victim's software development tool.
T1072,Software Deployment Tools,157. The attacker used a social engineering attack to trick the victim's software development tool users into divulging sensitive information.
T1072,Software Deployment Tools,158. The attacker used a sniffing tool to intercept and analyze traffic between the victim's software development tool and its servers.
T1072,Software Deployment Tools,159. The attacker used a virtual private network (VPN) to hide their activities on the victim's software development tool.
T1072,Software Deployment Tools,160. The attacker used a DNS tunneling attack to bypass the victim's software development tool security measures.
T1072,Software Deployment Tools,161. The attacker used a fuzzing tool to find vulnerabilities in the victim's software development tool.
T1072,Software Deployment Tools,162. The attacker used a password spraying attack to guess the victim's software development tool login credentials.
T1072,Software Deployment Tools,163. The attacker used a port scanning tool to identify open ports on the victim's software development tool.
T1072,Software Deployment Tools,164. The attacker used a reverse proxy to bypass the victim's software development tool security measures.
T1072,Software Deployment Tools,165. The attacker used a social media phishing attack to steal login credentials for the victim's software development tool.
T1072,Software Deployment Tools,166. The attacker used a traffic analysis attack to intercept and analyze traffic to and from the victim's software development tool.
T1072,Software Deployment Tools,167. The attacker used a wireless sniffer to intercept and analyze wireless traffic to and from the victim's software development tool.
T1072,Software Deployment Tools,168. The attacker used a bot to automate attacks on the victim's software development tool.
T1072,Software Deployment Tools,169. The attacker used a fake software update to install malware on the victim's software development tool.
T1072,Software Deployment Tools,170. The attacker used a keylogger to capture the victim's software development
T1072,Software Deployment Tools,171. The attacker used a phishing email to trick the victim's software development tool users into downloading and installing malware.
T1072,Software Deployment Tools,172. The attacker used a proxy server to bypass the victim's software development tool security measures.
T1072,Software Deployment Tools,173. The attacker used a remote access tool to gain control of the victim's software development tool.
T1072,Software Deployment Tools,174. The attacker used a spear-phishing attack to target specific individuals using the victim's software development tool.
T1072,Software Deployment Tools,175. The attacker used a SQLmap tool to find vulnerabilities in the victim's software development tool database.
T1072,Software Deployment Tools,176. The attacker used a spoofed email to trick the victim's software development tool users into divulging sensitive information.
T1072,Software Deployment Tools,177. The attacker used a web shell to maintain access to the victim's software development tool.
T1072,Software Deployment Tools,178. The attacker used an APT (advanced persistent threat) to gain long-term access to the victim's software development tool.
T1072,Software Deployment Tools,179. The attacker used an exploit kit to deliver malware to the victim's software development tool users.
T1072,Software Deployment Tools,180. The attacker used a fake login page to trick the victim's software development tool users into giving up their login credentials.
T1072,Software Deployment Tools,181. The attacker used a key reinstallation attack (KRACK) to intercept and decrypt traffic between the victim's software development tool and its servers.
T1072,Software Deployment Tools,182. The attacker used a malware dropper to install malware on the victim's software development tool.
T1072,Software Deployment Tools,183. The attacker used a password cracking tool to brute-force the victim's software development tool login credentials.
T1072,Software Deployment Tools,184. The attacker used a social engineering attack to trick the victim's software development tool users into installing malware.
T1072,Software Deployment Tools,185. The attacker used a spam email to trick the victim's software development tool users into clicking on a malicious link.
T1072,Software Deployment Tools,186. The attacker used a web-based malware delivery system to infect the victim's software development tool users.
T1072,Software Deployment Tools,187. The attacker used a brute-force attack to gain access to the victim's software development tool.
T1072,Software Deployment Tools,188. The attacker used a cross-site scripting (XSS) attack to inject malicious code into the victim's software development tool.
T1072,Software Deployment Tools,189. The attacker used a denial-of-service (DoS) attack to disrupt the victim's software development tool operations.
T1072,Software Deployment Tools,190. The attacker used a fake website to trick the victim's software development tool users into giving up their login credentials.
T1072,Software Deployment Tools,191. The attacker used a keylogger to capture the victim's software development tool login credentials.
T1072,Software Deployment Tools,192. The attacker used a pass-the-hash attack to bypass the victim's software development tool authentication system.
T1072,Software Deployment Tools,193. The attacker used a phishing attack to trick the victim's software development tool users into giving up their login credentials.
T1072,Software Deployment Tools,194. The attacker used a privilege escalation attack to gain elevated privileges on the victim's software development tool.
T1072,Software Deployment Tools,195. The attacker used a session hijacking attack to take over a user's session on the victim's software development tool.
T1072,Software Deployment Tools,196. The attacker used a side-channel attack to exploit weaknesses in the victim's software development tool security measures.
T1072,Software Deployment Tools,197. The attacker used a social engineering attack to trick the victim's software development tool users into downloading and installing malware.
T1072,Software Deployment Tools,198. The attacker used a SQL injection attack to gain unauthorized access to the victim's software development tool database.
T1072,Software Deployment Tools,199. The attacker used a supply chain attack to compromise a trusted third-party component of the victim's software development tool.
T1072,Software Deployment Tools,200. The attacker used a Trojan horse to gain access to the victim's software development tool.
T1072,Software Deployment Tools,201. The attacker used a vulnerability scanner to identify weaknesses in the victim's software development tool.
T1072,Software Deployment Tools,202. The attacker used an exploit to take advantage of a vulnerability in the victim's software development tool.
T1072,Software Deployment Tools,203. The attacker used a backdoor to gain access to the victim's software development tool.
T1072,Software Deployment Tools,204. The attacker used a brute-force attack to gain access to the victim's software development tool database.
T1072,Software Deployment Tools,205. The attacker used a botnet to launch a distributed denial-of-service (DDoS) attack on the victim's software development tool.
T1072,Software Deployment Tools,206. The attacker used a fileless malware attack to infect the victim's software development tool.
T1072,Software Deployment Tools,207. The attacker used a phishing email to trick the victim's software development tool users into disclosing their login credentials.
T1072,Software Deployment Tools,208. The attacker used a social engineering attack to gain access to the victim's software development tool.
T1072,Software Deployment Tools,209. The attacker used a watering hole attack to compromise the victim's software development tool users.
T1072,Software Deployment Tools,210. The attacker used an XSS attack to inject malicious code into the victim's software development tool.
T1072,Software Deployment Tools,211. The attacker used a keylogger to capture the victim's software development tool login credentials.
T1072,Software Deployment Tools,212. The attacker used a man-in-the-browser attack to intercept traffic between the victim's software development tool and its servers.
T1072,Software Deployment Tools,213. The attacker used a malware loader to install malware on the victim's software development tool.
T1072,Software Deployment Tools,214. The attacker used a network scanner to identify vulnerabilities in the victim's software development tool.
T1072,Software Deployment Tools,215. The attacker used a password spraying attack to guess the victim's software development tool login credentials.
T1072,Software Deployment Tools,216. The attacker used a phishing email to trick the victim's software development tool users into installing a backdoor.
T1072,Software Deployment Tools,217. The attacker used a port scanner to identify open ports on the victim's software development tool.
T1072,Software Deployment Tools,218. The attacker used a ransomware attack to encrypt the victim's software development tool data.
T1072,Software Deployment Tools,219. The attacker used a social engineering attack to trick the victim's software development tool users into running malicious code.
T1072,Software Deployment Tools,220. The attacker used a spear-phishing email to target high-value users of the victim's software development tool.
T1072,Software Deployment Tools,221. The attacker used a SQL injection attack to extract data from the victim's software development tool database.
T1072,Software Deployment Tools,222. The attacker used a vulnerability in the victim's software development tool to gain access to the victim's network.
T1072,Software Deployment Tools,223. The attacker used a worm to spread malware to the victim's software development tool users.
T1072,Software Deployment Tools,224. The attacker used an APT to gain long-term access to the victim's software development tool.
T1072,Software Deployment Tools,225. The attacker used an exploit to gain root access to the victim's software development tool.
T1072,Software Deployment Tools,226. The attacker used a fake software update to install malware on the victim's software development tool.
T1072,Software Deployment Tools,227. The attacker used a fake software patch to install a backdoor on the victim's software development tool.
T1072,Software Deployment Tools,228. The attacker used a form-grabbing attack to steal data from the victim's software development tool users.
T1072,Software Deployment Tools,229. The attacker used a privilege escalation attack to gain administrative access to the victim's software development tool.
T1072,Software Deployment Tools,230. The attacker used a spear-phishing email to trick the victim's software development tool users into downloading a malicious file.
T1072,Software Deployment Tools,231. The attacker used a supply chain attack to compromise the victim's software development tool.
T1072,Software Deployment Tools,232. The attacker used a Trojan to gain access to the victim's software development tool.
T1072,Software Deployment Tools,233. The attacker used an advanced social engineering attack to gain access to the victim's software development tool.
T1072,Software Deployment Tools,234. The attacker used a buffer overflow attack to exploit a vulnerability in the victim's software development tool.
T1072,Software Deployment Tools,235. The attacker used a cross-site request forgery (CSRF) attack to execute unauthorized actions on the victim's software development tool.
T1072,Software Deployment Tools,236. The attacker used a data exfiltration attack to steal data from the victim's software development tool.
T1072,Software Deployment Tools,237. The attacker used a DNS spoofing attack to redirect traffic from the victim's software development tool to a malicious server.
T1072,Software Deployment Tools,238. The attacker used a file-inclusion vulnerability to execute code on the victim's software development tool.
T1072,Software Deployment Tools,239. The attacker used a hijacking attack to take over a session on the victim's software development tool.
T1072,Software Deployment Tools,240. The attacker used a malware dropper to infect the victim's software development tool.
T1072,Software Deployment Tools,241. The attacker used a network eavesdropping attack to intercept traffic between the victim's software development tool and its servers.
T1072,Software Deployment Tools,242. The attacker used a password cracking tool to gain access to the victim's software development tool.
T1072,Software Deployment Tools,243. The attacker used a privilege escalation attack to gain access to sensitive data on the victim's software development tool.
T1072,Software Deployment Tools,244. The attacker used a rootkit to gain persistent access to the victim's software development tool.
T1072,Software Deployment Tools,245. The attacker used a side-channel attack to steal data from the victim's software development tool.
T1072,Software Deployment Tools,246. The attacker used a SQL injection attack to execute arbitrary code on the victim's software development tool.
T1072,Software Deployment Tools,247. The attacker used a subdomain takeover attack to take over a subdomain used by the victim's software development tool.
T1072,Software Deployment Tools,248. The attacker used a watering hole attack to redirect traffic from the victim's software development tool to a malicious server.
T1072,Software Deployment Tools,249. The attacker used an XSS attack to steal data from the victim's software development tool users.
